show_id,title,genre,duration,broadcast_date,rating,views
2322,Doctor Who,Sci-Fi,?,04 Oct 2023,,?
2323,The Apprentice,Sports,90 min,Dec 15 2022,N/A,
2324,Doctor Who,Cooking,,2022-03-07,2.7,?
2325,Sherlock,Drama,,31 Jan 2022,6.9,N/A
2326,Frozen Planet,Comedy,62,2023-01-30,N/A,?
2327,Strictly Come Dancing,Documentary,90 min,05/03/2024,,N/A
2328,Strictly Come Dancing,Sports,78,2024-06-16,4.5,2361
2329,Peaky Blinders,Cooking,,2024-06-12,,3787
2330,Peaky Blinders,Sci-Fi,?,19 May 2023,,?
2331,Luther,Comedy,60,21/08/2022,,1562
2332,Planet Earth,Sports,90 min,Mar 27 2022,,3343
2333,The Repair Shop,Drama,45 min,2022-11-28,,795
2334,The Repair Shop,Sports,,29/04/2023,,N/A
2335,Frozen Planet,Drama,?,17 Apr 2024,N/A,?
2336,Peaky Blinders,Sports,?,Apr 21 2024,,1112
2337,EastEnders,Cooking,22,2024-02-04,,1726
2338,EastEnders,Cooking,,01 Feb 2024,5.9,
2339,Sherlock,Drama,60,13 Nov 2023,N/A,1368
2340,Luther,Sports,90 min,12/05/2024,1.4,?
2341,The Apprentice,Drama,60,08/07/2022,,?
2342,Sherlock,Drama,85,14/03/2023,5.1,
2343,Strictly Come Dancing,Sports,?,21 Feb 2023,2.2,N/A
2344,Planet Earth,Comedy,,20/12/2023,,3152
2345,Luther,Reality,60,2024-02-26,,N/A
2346,The Apprentice,Documentary,?,23/06/2023,,N/A
2347,Top Gear,Sports,45 min,26 May 2022,N/A,4303
2348,EastEnders,Documentary,90 min,2024-03-04,N/A,?
2349,Planet Earth,Cooking,90 min,11/08/2022,N/A,2574
2350,Top Gear,Cooking,90 min,11/03/2024,3.0,
2351,Doctor Who,Comedy,45 min,06/08/2022,N/A,?
2352,Match of the Day,Cooking,30mins,24/02/2022,N/A,?
2353,EastEnders,Drama,?,Sep 19 2022,N/A,
2354,Frozen Planet,Sports,58,Jul 21 2023,N/A,?
2355,The Apprentice,Cooking,90 min,Sep 02 2022,N/A,
2356,Planet Earth,Cooking,30mins,2024-02-06,8.1,
2357,Planet Earth,Drama,?,2023-03-30,N/A,N/A
2358,Sherlock,Sports,99,2022-08-05,N/A,N/A
2359,The Apprentice,Drama,?,2023-10-25,,?
2360,Luther,Sci-Fi,60,Feb 11 2022,8.2,2193
2361,Match of the Day,Documentary,45 min,2024-02-04,N/A,
2362,EastEnders,Sports,45 min,2024-01-15,N/A,?
2363,Strictly Come Dancing,Drama,45 min,01 Oct 2023,1.5,
2364,Frozen Planet,Comedy,90 min,06 May 2022,,N/A
2365,Peaky Blinders,Cooking,90 min,31 May 2024,,
2366,Frozen Planet,Documentary,90 min,01/07/2022,,2946
2367,Sherlock,Comedy,45 min,03 Apr 2022,N/A,?
2368,Planet Earth,Reality,90 min,2023-08-08,2.5,
2369,The Apprentice,Reality,90 min,Apr 24 2022,3.4,?
2370,Sherlock,Cooking,30mins,2022-07-19,,3042
2371,Sherlock,Documentary,90 min,2023-02-03,7.4,3113
2372,Planet Earth,Reality,,25 Dec 2023,,?
2373,Peaky Blinders,Reality,?,Jan 28 2024,,
2374,Frozen Planet,Drama,30mins,07/04/2022,,
2375,Luther,Sports,,25/02/2023,,4184
2376,Frozen Planet,Sci-Fi,45 min,2022-02-14,8.0,1298
2377,The Repair Shop,Sci-Fi,60,16 Feb 2024,,?
2378,Planet Earth,Sci-Fi,60,2022-06-01,8.0,
2379,Planet Earth,Reality,92,27/04/2022,,172
2380,Luther,Drama,45 min,08/08/2023,,
2381,Match of the Day,Documentary,30mins,02/04/2023,N/A,
2382,Luther,Documentary,30mins,20/04/2022,5.7,601
2383,Frozen Planet,Documentary,?,21/02/2022,,
2384,EastEnders,Comedy,45 min,10/11/2023,1.5,
2385,EastEnders,Sports,60,17 Oct 2023,,
2386,Frozen Planet,Comedy,?,Jul 26 2022,N/A,N/A
2387,Luther,Sci-Fi,?,Jun 08 2023,8.3,?
2388,The Apprentice,Comedy,45 min,Feb 29 2024,,?
2389,The Repair Shop,Sci-Fi,45 min,2022-03-27,N/A,?
2390,The Repair Shop,Documentary,45 min,2023-06-10,,1125
2391,Strictly Come Dancing,Sports,45 min,2023-11-17,N/A,N/A
2392,Top Gear,Drama,30mins,2023-10-30,,?
2393,Match of the Day,Sports,?,Dec 11 2023,N/A,N/A
2394,Planet Earth,Sports,60,2024-05-28,N/A,
2395,Frozen Planet,Cooking,30mins,31/05/2023,,N/A
2396,Peaky Blinders,Sci-Fi,97,27/09/2022,N/A,?
2397,EastEnders,Reality,30mins,Jun 06 2024,N/A,
2398,Planet Earth,Sports,30mins,27/11/2023,,
2399,Strictly Come Dancing,Cooking,,22/02/2022,1.8,
2400,EastEnders,Sports,?,17 Mar 2024,N/A,
2401,Top Gear,Cooking,90 min,Mar 15 2022,,?
2402,Planet Earth,Reality,29,19 Jan 2024,N/A,N/A
2403,Sherlock,Documentary,90 min,2023-10-24,,N/A
2404,EastEnders,Documentary,,31/03/2024,,N/A
2405,Luther,Drama,102,Sep 19 2022,,?
2406,EastEnders,Sports,90 min,16/06/2022,6.7,1995
2407,The Apprentice,Sports,60,22/10/2022,,N/A
2408,Doctor Who,Sports,?,16 Aug 2023,,1634
2409,Peaky Blinders,Reality,60,02/09/2023,N/A,
2410,EastEnders,Sports,90 min,2023-03-12,8.4,?
2411,Strictly Come Dancing,Reality,60,2022-11-07,N/A,?
2412,EastEnders,Cooking,?,07 Apr 2022,,859
2413,Luther,Comedy,45 min,2023-04-22,,N/A
2414,Luther,Comedy,30mins,04/11/2022,,N/A
2415,The Apprentice,Reality,?,19/04/2024,,
2416,Sherlock,Reality,90 min,29/11/2023,,?
2417,Peaky Blinders,Cooking,90 min,02/03/2024,N/A,
2418,Luther,Drama,30mins,Jan 08 2023,6.2,?
2419,Sherlock,Comedy,?,2024-03-07,N/A,
2420,Match of the Day,Documentary,113,10/09/2023,,
2421,Strictly Come Dancing,Cooking,90 min,06 Sep 2023,7.5,
2422,Peaky Blinders,Cooking,30mins,2022-02-02,1.9,N/A
2423,Match of the Day,Documentary,60,2022-07-22,N/A,3951
2424,Doctor Who,Cooking,?,30 May 2023,N/A,905
2425,The Apprentice,Sci-Fi,45 min,16 Nov 2023,7.7,3357
2426,Top Gear,Sci-Fi,65,30 Oct 2023,N/A,
2427,Strictly Come Dancing,Sci-Fi,45 min,2024-02-16,N/A,2668
2428,Frozen Planet,Sci-Fi,45 min,Apr 12 2023,N/A,
2429,EastEnders,Cooking,?,2022-12-25,6.7,
2430,Strictly Come Dancing,Sports,60,27/01/2023,10.0,3160
2431,Peaky Blinders,Reality,,Nov 05 2022,,N/A
2432,Doctor Who,Drama,43,05 Jun 2023,7.7,?
2433,The Apprentice,Reality,60,21/05/2024,N/A,N/A
2434,Frozen Planet,Cooking,,Mar 02 2024,4.2,
2435,Doctor Who,Documentary,30mins,14 Mar 2022,N/A,N/A
2436,Strictly Come Dancing,Reality,,2023-04-16,N/A,?
2437,Doctor Who,Drama,,24/11/2022,N/A,?
2438,Planet Earth,Cooking,?,18/05/2024,,?
2439,Peaky Blinders,Sports,30mins,May 19 2023,,
2440,Frozen Planet,Cooking,,23 Jan 2023,7.3,
2441,EastEnders,Sports,,2024-03-06,,?
2442,Luther,Cooking,45 min,2022-04-16,N/A,N/A
2443,Planet Earth,Reality,,29 Mar 2022,1.3,
2444,Strictly Come Dancing,Documentary,45 min,2022-11-13,N/A,N/A
2445,Sherlock,Reality,90 min,2022-09-15,N/A,N/A
2446,The Repair Shop,Sci-Fi,45 min,Aug 28 2022,2.3,
2447,Frozen Planet,Sports,?,2023-05-20,N/A,?
2448,Match of the Day,Documentary,45 min,10 Jan 2022,5.6,?
2449,The Repair Shop,Comedy,?,2022-06-01,N/A,N/A
2450,Doctor Who,Sports,,12/12/2023,,3217
2451,Sherlock,Comedy,58,2022-09-30,3.0,4297
2452,Frozen Planet,Sports,90 min,18/02/2024,9.9,?
2453,Strictly Come Dancing,Reality,,Jun 26 2023,,
2454,The Repair Shop,Sports,40,05/10/2023,3.3,N/A
2455,Peaky Blinders,Cooking,60,14 Aug 2022,,
2456,Doctor Who,Drama,?,31 Jul 2022,5.4,
2457,Top Gear,Reality,,31/03/2023,7.2,4406
2458,The Repair Shop,Documentary,60,Apr 03 2023,,?
2459,Match of the Day,Documentary,45 min,16 Jun 2024,N/A,?
2460,Match of the Day,Sci-Fi,90 min,Dec 31 2022,N/A,
2461,Frozen Planet,Cooking,60,2023-04-15,4.9,300
2462,The Repair Shop,Sci-Fi,60,Aug 05 2023,N/A,
2463,Strictly Come Dancing,Sci-Fi,30mins,26 Jan 2024,8.6,N/A
2464,Doctor Who,Documentary,,23 Jun 2023,,1440
2465,The Repair Shop,Sports,60,Jul 17 2023,,
2466,EastEnders,Reality,60,Feb 10 2022,,1853
2467,Peaky Blinders,Sports,33,10/03/2024,,?
2468,Sherlock,Reality,?,Mar 12 2022,4.3,
2469,Frozen Planet,Sci-Fi,,01/05/2024,,N/A
2470,Match of the Day,Sports,73,Jul 09 2022,8.8,N/A
2471,Frozen Planet,Documentary,30mins,28 Sep 2022,8.2,N/A
2472,EastEnders,Sports,90 min,May 06 2023,N/A,N/A
2473,Frozen Planet,Sci-Fi,45 min,Jun 11 2022,N/A,3589
2474,Top Gear,Sports,31,2024-06-06,,N/A
2475,Doctor Who,Comedy,104,14/11/2022,N/A,
2476,Doctor Who,Reality,90 min,Jul 08 2023,N/A,N/A
2477,Planet Earth,Sci-Fi,49,2022-03-18,,?
2478,Sherlock,Sci-Fi,60,15/11/2023,N/A,N/A
2479,The Apprentice,Reality,?,2023-04-17,N/A,2267
2480,Luther,Sports,114,27 Aug 2023,N/A,1104
2481,Top Gear,Cooking,,2024-01-25,N/A,N/A
2482,Peaky Blinders,Sci-Fi,90 min,May 04 2022,9.3,1853
2483,The Apprentice,Sci-Fi,?,08/07/2023,,?
2484,Frozen Planet,Sci-Fi,45 min,30/11/2022,,?
2485,The Apprentice,Comedy,60,15/01/2024,N/A,N/A
2486,Frozen Planet,Reality,?,Mar 01 2022,,4538
2487,The Apprentice,Comedy,,Jun 23 2022,2.7,
2488,Peaky Blinders,Documentary,90 min,11/11/2022,,
2489,Luther,Comedy,30mins,Dec 30 2023,,?
2490,The Apprentice,Drama,?,19/12/2023,N/A,N/A
2491,EastEnders,Cooking,,05/08/2022,,
2492,Peaky Blinders,Cooking,,2022-02-27,,N/A
2493,Planet Earth,Sci-Fi,45 min,24/07/2023,,4199
2494,Luther,Reality,30mins,2023-12-21,7.0,
2495,Frozen Planet,Comedy,30mins,03/06/2022,,333
2496,Top Gear,Documentary,60,Jan 03 2024,N/A,
2497,Planet Earth,Sci-Fi,?,2022-01-25,N/A,?
2498,Strictly Come Dancing,Cooking,45 min,07 Dec 2022,N/A,3370
2499,Frozen Planet,Cooking,,2023-03-14,,?
2500,Peaky Blinders,Comedy,?,14 Jun 2023,,1034
2501,EastEnders,Reality,90 min,2023-07-18,N/A,?
2502,Peaky Blinders,Reality,45 min,Apr 07 2022,5.6,1129
2503,Planet Earth,Documentary,60,2022-01-14,N/A,1078
2504,Match of the Day,Drama,84,27 Aug 2022,,N/A
2505,Top Gear,Documentary,61,Oct 19 2023,3.5,?
2506,The Apprentice,Cooking,45 min,20/10/2023,,?
2507,Strictly Come Dancing,Reality,,06 Mar 2023,7.9,
2508,Doctor Who,Cooking,60,05 May 2023,,1187
2509,EastEnders,Sci-Fi,90 min,2024-01-22,N/A,951
2510,Doctor Who,Drama,?,Apr 17 2024,N/A,?
2511,Planet Earth,Documentary,60,10/04/2024,N/A,
2512,Peaky Blinders,Comedy,30mins,03 Aug 2022,N/A,2140
2513,Luther,Reality,45 min,15/06/2023,2.2,?
2514,EastEnders,Documentary,,2024-03-08,,?
2515,Strictly Come Dancing,Sci-Fi,60,Dec 21 2023,N/A,
2516,Planet Earth,Comedy,30mins,20 Sep 2023,,
2517,The Apprentice,Drama,60,02 Jun 2023,,?
2518,Peaky Blinders,Drama,90 min,19/09/2022,N/A,N/A
2519,Strictly Come Dancing,Sports,,2024-05-05,N/A,N/A
2520,Match of the Day,Cooking,30mins,Apr 07 2024,,N/A
2521,Frozen Planet,Documentary,,2024-01-02,N/A,?
2522,Planet Earth,Comedy,45 min,2023-07-06,3.6,N/A
2523,Frozen Planet,Cooking,93,2023-05-10,N/A,?
2524,Doctor Who,Documentary,30mins,Sep 10 2022,,4301
2525,Peaky Blinders,Sports,90 min,Feb 28 2023,,
2526,Peaky Blinders,Reality,45 min,17/12/2022,1.3,N/A
2527,The Repair Shop,Documentary,,25/10/2022,8.1,?
2528,Top Gear,Reality,,13/03/2023,N/A,
2529,Strictly Come Dancing,Sports,?,2022-01-08,,?
2530,Strictly Come Dancing,Reality,90 min,2023-07-04,,2834
2531,Top Gear,Comedy,90 min,30/03/2022,,2384
2532,Match of the Day,Cooking,?,18/08/2023,,N/A
2533,The Repair Shop,Cooking,60,2023-06-18,6.1,2588
2534,The Repair Shop,Reality,45 min,2023-02-07,,N/A
2535,Top Gear,Reality,90 min,10/07/2022,,N/A
2536,EastEnders,Sports,60,02 Jun 2022,N/A,3044
2537,Match of the Day,Sci-Fi,?,06/01/2022,,N/A
2538,Luther,Drama,30mins,Dec 01 2022,,N/A
2539,EastEnders,Sci-Fi,45 min,13/02/2023,,
2540,Peaky Blinders,Sports,30mins,04 May 2023,5.9,
2541,Match of the Day,Sports,45 min,30 Aug 2022,9.2,
2542,Luther,Comedy,45 min,13/09/2022,6.4,
2543,Peaky Blinders,Reality,,2023-07-20,,?
2544,Doctor Who,Cooking,45,03 Jan 2024,7.6,?
2545,Frozen Planet,Comedy,45 min,25/12/2022,N/A,
2546,Planet Earth,Comedy,45 min,15/06/2022,,N/A
2547,Frozen Planet,Sci-Fi,45 min,22/01/2023,,1598
2548,Peaky Blinders,Reality,90 min,Oct 12 2023,,?
2549,Match of the Day,Comedy,?,02/09/2022,,4252
2550,Planet Earth,Sports,?,Aug 24 2022,N/A,N/A
2551,Top Gear,Reality,30mins,28 Sep 2023,6.1,?
2552,Frozen Planet,Comedy,?,2024-04-25,,
2553,Peaky Blinders,Sports,?,16/11/2023,,?
2554,Frozen Planet,Drama,60,28/03/2022,8.7,?
2555,The Repair Shop,Cooking,60,26/01/2022,N/A,
2556,Top Gear,Comedy,90 min,13 Apr 2023,N/A,3334
2557,Luther,Documentary,45 min,31 Oct 2023,4.9,638
2558,The Repair Shop,Documentary,,24 Jan 2024,9.4,
2559,Doctor Who,Cooking,54,23/04/2024,N/A,?
2560,Strictly Come Dancing,Comedy,70,15/09/2023,,
2561,Top Gear,Reality,90 min,2024-02-10,N/A,
2562,EastEnders,Drama,?,15/06/2022,3.1,?
2563,Strictly Come Dancing,Comedy,60,13/03/2023,2.5,?
2564,Doctor Who,Sports,25,25 Sep 2022,,
2565,Doctor Who,Comedy,,09 May 2023,N/A,N/A
2566,Doctor Who,Comedy,30mins,28 May 2023,5.5,
2567,Doctor Who,Comedy,,07 Mar 2022,7.4,?
2568,The Repair Shop,Cooking,60,12/11/2023,N/A,?
2569,Top Gear,Reality,?,31 Dec 2023,N/A,
2570,The Apprentice,Cooking,45 min,2024-06-14,N/A,?
2571,The Apprentice,Sports,45 min,10/03/2022,N/A,
2572,EastEnders,Sports,?,2023-01-18,1.5,?
2573,Luther,Comedy,60,2022-03-16,7.1,
2574,The Repair Shop,Cooking,45 min,09/06/2023,,2121
2575,Strictly Come Dancing,Comedy,,09 Jun 2023,6.8,4021
2576,Strictly Come Dancing,Comedy,?,13/04/2023,,
2577,Peaky Blinders,Documentary,75,May 30 2023,6.6,1061
2578,Top Gear,Reality,30mins,Oct 10 2022,N/A,?
2579,Frozen Planet,Comedy,30mins,Nov 30 2023,5.8,N/A
2580,Match of the Day,Drama,90 min,25 Aug 2022,N/A,?
2581,Top Gear,Reality,45 min,Oct 22 2022,N/A,?
2582,Top Gear,Sci-Fi,90 min,Dec 21 2022,9.9,
2583,Luther,Reality,30mins,12 Jan 2024,4.2,
2584,Planet Earth,Documentary,90 min,10 Apr 2022,8.7,N/A
2585,The Apprentice,Comedy,,17/08/2022,,?
2586,Match of the Day,Sports,,2023-03-17,,?
2587,Strictly Come Dancing,Documentary,?,27/04/2023,,
2588,Frozen Planet,Sports,45 min,Oct 21 2022,3.4,1935
2589,Luther,Sci-Fi,,2022-02-28,N/A,?
2590,Strictly Come Dancing,Cooking,?,Jan 31 2022,N/A,?
2591,The Repair Shop,Drama,,2023-06-02,,N/A
2592,Doctor Who,Cooking,45 min,2023-11-22,6.0,?
2593,Peaky Blinders,Reality,90 min,26 Jan 2023,N/A,498
2594,Frozen Planet,Comedy,30mins,23/05/2024,7.0,?
2595,The Apprentice,Cooking,?,May 27 2023,N/A,?
2596,Peaky Blinders,Drama,89,19/05/2023,5.6,N/A
2597,Frozen Planet,Reality,60,Dec 31 2023,N/A,?
2598,Peaky Blinders,Drama,60,01 Sep 2023,,N/A
2599,Strictly Come Dancing,Cooking,?,04/09/2023,5.7,N/A
2600,The Repair Shop,Sci-Fi,64,11/05/2022,N/A,
2601,The Apprentice,Drama,90 min,2023-10-01,N/A,N/A
2602,Planet Earth,Sci-Fi,67,26 May 2023,N/A,2218
2603,Frozen Planet,Reality,52,04 Feb 2023,,N/A
2604,The Repair Shop,Drama,?,20/05/2022,N/A,N/A
2605,Top Gear,Cooking,30mins,Oct 31 2022,,N/A
2606,Planet Earth,Drama,30mins,14 Jun 2022,1.9,
2607,Planet Earth,Sports,,19 Apr 2024,N/A,
2608,Luther,Cooking,99,16/01/2024,N/A,N/A
2609,EastEnders,Sci-Fi,?,2022-03-01,9.8,N/A
2610,EastEnders,Reality,43,2023-03-30,9.3,?
2611,EastEnders,Reality,?,10/12/2023,,?
2612,The Repair Shop,Sci-Fi,45 min,2022-03-11,,N/A
2613,Doctor Who,Drama,60,Jan 17 2024,,
2614,Frozen Planet,Reality,60,06/02/2024,7.2,?
2615,Match of the Day,Cooking,,25/05/2022,N/A,3383
2616,Doctor Who,Documentary,118,18/03/2022,N/A,?
2617,The Repair Shop,Comedy,90 min,14 Apr 2022,N/A,?
2618,Peaky Blinders,Sports,45 min,23/10/2023,N/A,3581
2619,Planet Earth,Documentary,?,2022-12-18,6.6,1368
2620,Strictly Come Dancing,Sci-Fi,45,Jul 31 2023,3.4,901
2621,The Repair Shop,Documentary,?,Mar 03 2022,5.7,2177
2622,Top Gear,Sports,60,13 Feb 2023,4.2,?
2623,Peaky Blinders,Documentary,90 min,16 Nov 2022,N/A,3275
2624,Planet Earth,Cooking,60,2022-07-14,N/A,4063
2625,The Apprentice,Drama,?,2023-11-02,,?
2626,Strictly Come Dancing,Documentary,60,Nov 24 2023,,?
2627,The Apprentice,Documentary,90 min,04/09/2022,,N/A
2628,Frozen Planet,Drama,90 min,2024-02-10,N/A,4834
2629,Sherlock,Documentary,?,31/05/2023,N/A,
2630,Frozen Planet,Reality,42,May 24 2024,,?
2631,Sherlock,Comedy,90 min,04 Jun 2023,1.6,?
2632,The Repair Shop,Cooking,90 min,Jun 15 2022,N/A,
2633,Strictly Come Dancing,Reality,?,02/01/2022,N/A,
2634,Top Gear,Comedy,114,05 Nov 2023,,
2635,The Repair Shop,Documentary,30mins,Sep 30 2023,N/A,N/A
2636,The Apprentice,Documentary,?,15 Dec 2023,N/A,
2637,Match of the Day,Sci-Fi,90 min,05 Feb 2024,N/A,
2638,Doctor Who,Cooking,,29 Mar 2024,N/A,N/A
2639,Match of the Day,Documentary,90 min,31 May 2024,N/A,?
2640,Planet Earth,Cooking,,Nov 18 2022,N/A,?
2641,EastEnders,Drama,,Oct 18 2022,9.2,N/A
2642,Match of the Day,Comedy,45 min,26 Feb 2023,,
2643,EastEnders,Sci-Fi,90 min,2023-12-27,,N/A
2644,The Apprentice,Drama,85,2022-07-28,N/A,
2645,The Repair Shop,Drama,,2023-09-28,2.7,
2646,Match of the Day,Drama,30mins,Mar 30 2022,N/A,
2647,Strictly Come Dancing,Sports,45 min,2022-09-02,,
2648,Top Gear,Reality,45 min,17/02/2024,,?
2649,Peaky Blinders,Drama,45 min,Aug 31 2023,,2226
2650,Frozen Planet,Drama,45 min,11 Mar 2024,N/A,873
2651,The Apprentice,Cooking,90 min,01 Apr 2022,,
2652,Doctor Who,Cooking,45 min,22 Sep 2023,N/A,N/A
2653,The Apprentice,Sci-Fi,,22 Dec 2022,N/A,?
2654,The Apprentice,Cooking,60,Mar 15 2024,N/A,
2655,Luther,Cooking,?,Apr 20 2024,9.8,
2656,EastEnders,Drama,90 min,Sep 14 2023,N/A,3960
2657,Peaky Blinders,Reality,30mins,23 Feb 2024,,?
2658,Peaky Blinders,Comedy,?,2024-04-05,,?
2659,Frozen Planet,Documentary,30mins,Jan 12 2022,N/A,N/A
2660,EastEnders,Cooking,,06/09/2023,,3975
2661,Sherlock,Documentary,30mins,Jul 06 2023,3.9,
2662,Peaky Blinders,Sports,,27/12/2023,,1448
2663,The Repair Shop,Sports,?,25/09/2022,,N/A
2664,Top Gear,Sports,45 min,18/05/2024,,
2665,Doctor Who,Comedy,60,12 Jan 2023,N/A,
2666,EastEnders,Sports,,06/08/2022,N/A,N/A
2667,Planet Earth,Sports,60,17 Jun 2024,N/A,1750
2668,Doctor Who,Documentary,60,23 Jan 2022,N/A,510
2669,Luther,Sports,67,11/06/2024,N/A,1220
2670,Frozen Planet,Cooking,27,2023-02-15,,?
2671,Planet Earth,Comedy,,2023-10-13,2.7,?
2672,EastEnders,Cooking,56,Jun 10 2024,N/A,?
2673,Luther,Drama,,May 10 2024,,N/A
2674,Doctor Who,Sci-Fi,31,05 Mar 2023,,N/A
2675,Sherlock,Sci-Fi,30mins,15 Oct 2023,2.0,3989
2676,Planet Earth,Sci-Fi,?,Jan 25 2022,N/A,N/A
2677,Top Gear,Comedy,45 min,06 Feb 2022,,3636
2678,Doctor Who,Reality,60,22 Jun 2022,1.4,
2679,Doctor Who,Drama,64,2022-09-10,3.4,3627
2680,Top Gear,Sci-Fi,?,May 13 2023,,3437
2681,Peaky Blinders,Drama,,29 Oct 2023,N/A,N/A
2682,Match of the Day,Cooking,90 min,Aug 13 2022,9.2,N/A
2683,The Repair Shop,Cooking,30mins,03/09/2023,3.1,
2684,EastEnders,Sports,90 min,28 Sep 2022,4.5,569
2685,Peaky Blinders,Sci-Fi,110,25/03/2022,5.8,N/A
2686,Sherlock,Sci-Fi,?,14 Feb 2023,N/A,?
2687,Frozen Planet,Comedy,60,Mar 01 2024,,
2688,Sherlock,Comedy,90 min,16/07/2023,4.1,1964
2689,Luther,Drama,,31/01/2024,6.3,
2690,Strictly Come Dancing,Documentary,?,04 Apr 2024,N/A,2680
2691,Peaky Blinders,Sports,60,06 Jan 2024,N/A,2461
2692,Frozen Planet,Comedy,30mins,22/01/2024,N/A,3216
2693,EastEnders,Drama,20,27/02/2024,7.5,
2694,Sherlock,Drama,,2023-02-20,,N/A
2695,The Repair Shop,Drama,60,09 Dec 2023,3.5,N/A
2696,Doctor Who,Sci-Fi,45 min,2024-02-29,4.3,
2697,Planet Earth,Reality,60,05/11/2023,9.6,?
2698,EastEnders,Comedy,60,28/11/2023,,?
2699,Top Gear,Sports,90 min,31 Mar 2023,2.6,
2700,Luther,Comedy,?,11 Mar 2024,N/A,
2701,Top Gear,Cooking,45 min,2023-04-18,8.5,700
2702,Sherlock,Sports,?,Mar 10 2022,,N/A
2703,Planet Earth,Sports,,2023-06-14,N/A,
2704,Frozen Planet,Sports,?,26 Feb 2022,,1626
2705,Planet Earth,Cooking,45 min,09/05/2024,8.0,3980
2706,Planet Earth,Reality,?,22/04/2023,N/A,?
2707,Top Gear,Cooking,90 min,2022-04-12,N/A,N/A
2708,Top Gear,Drama,45 min,22 Feb 2023,,
2709,Match of the Day,Sci-Fi,30mins,19 Mar 2022,5.9,
2710,The Repair Shop,Drama,90 min,Jul 11 2022,6.6,
2711,Doctor Who,Comedy,90 min,May 07 2023,,N/A
2712,Match of the Day,Sci-Fi,90 min,19 Apr 2024,N/A,N/A
2713,Match of the Day,Cooking,30mins,2023-07-22,3.1,N/A
2714,Sherlock,Drama,90 min,Jan 27 2023,N/A,?
2715,Frozen Planet,Drama,65,06/12/2022,,N/A
2716,Strictly Come Dancing,Sports,45 min,2024-05-12,,4641
2717,The Repair Shop,Reality,?,20 Jun 2023,N/A,4927
2718,Top Gear,Sci-Fi,60,15/01/2023,N/A,2937
2719,Frozen Planet,Drama,30mins,Mar 27 2022,,N/A
2720,Luther,Comedy,?,29 Jul 2023,,N/A
2721,The Apprentice,Reality,90,Aug 26 2023,,3008
2722,Planet Earth,Reality,90 min,30/01/2023,N/A,?
2723,Strictly Come Dancing,Sports,113,27 Mar 2022,,N/A
2724,The Apprentice,Comedy,?,15 May 2022,2.4,N/A
2725,Planet Earth,Documentary,?,11/10/2022,,
2726,Peaky Blinders,Drama,112,20 Apr 2023,8.3,N/A
2727,Planet Earth,Sci-Fi,60,22/02/2023,N/A,?
2728,Frozen Planet,Drama,,17 Feb 2022,,
2729,Luther,Cooking,27,06/01/2022,5.2,?
2730,Top Gear,Cooking,86,Jan 31 2024,,?
2731,EastEnders,Sci-Fi,30mins,12 Oct 2023,5.1,812
2732,Luther,Sports,45 min,05 Jun 2022,N/A,580
2733,EastEnders,Reality,?,2022-07-21,N/A,254
2734,Top Gear,Drama,?,2022-06-30,,N/A
2735,Luther,Cooking,,16 Jun 2023,N/A,N/A
2736,Peaky Blinders,Drama,45 min,2022-07-04,5.8,
2737,The Repair Shop,Sports,60,2022-04-21,N/A,
2738,Top Gear,Drama,30mins,16/02/2022,,
2739,Top Gear,Reality,72,22/04/2024,,N/A
2740,The Apprentice,Documentary,?,Jan 16 2023,,
2741,The Repair Shop,Cooking,90 min,2023-03-23,6.2,?
2742,Top Gear,Reality,60,Mar 30 2023,4.9,N/A
2743,Sherlock,Sci-Fi,30mins,19/06/2024,7.7,N/A
2744,Frozen Planet,Sports,30mins,09 Aug 2022,5.5,
2745,Frozen Planet,Documentary,30mins,2022-11-16,5.1,
2746,Luther,Comedy,30mins,Feb 06 2024,4.5,N/A
2747,Top Gear,Reality,45 min,Feb 05 2023,,
2748,Peaky Blinders,Sci-Fi,90 min,Mar 18 2022,,1317
2749,Top Gear,Reality,42,Jul 03 2022,,3958
2750,Strictly Come Dancing,Sports,,29/03/2024,,?
2751,Top Gear,Sports,30mins,18/12/2022,N/A,N/A
2752,Luther,Comedy,60,Dec 22 2022,N/A,1402
2753,Frozen Planet,Documentary,,08 Apr 2023,N/A,N/A
2754,The Repair Shop,Drama,45 min,Jul 07 2022,N/A,2768
2755,Peaky Blinders,Sports,45 min,22 Dec 2022,N/A,?
2756,The Apprentice,Sports,30mins,20/12/2023,,
2757,Luther,Documentary,30mins,18 Nov 2023,,
2758,Strictly Come Dancing,Sports,90 min,Nov 12 2022,,?
2759,EastEnders,Cooking,45 min,18/01/2024,1.7,?
2760,Sherlock,Reality,60,17 Jul 2023,N/A,N/A
2761,Frozen Planet,Comedy,60,May 05 2023,,
2762,Match of the Day,Drama,30mins,Feb 26 2023,,N/A
2763,Match of the Day,Cooking,30,18 Jun 2023,N/A,N/A
2764,Top Gear,Documentary,74,02/02/2023,9.3,?
2765,Top Gear,Sci-Fi,53,18 Oct 2022,4.7,
2766,Top Gear,Drama,30mins,13 Nov 2022,,3891
2767,Frozen Planet,Cooking,90 min,2024-03-31,N/A,
2768,Strictly Come Dancing,Cooking,45 min,2022-05-28,4.4,
2769,Luther,Sci-Fi,30mins,Jul 28 2022,2.2,2468
2770,The Repair Shop,Sports,,02 May 2024,,N/A
2771,Match of the Day,Cooking,90 min,26 Feb 2023,7.0,3838
